date,direction,clean_amount,description,raw,category
2025-01-13,OUT,20,"Recharge for Customer to          Completed                                           -20.00            1,877.92","TAD822GGT8         2025-01-13 16:28:53   Recharge for Customer to          Completed                                           -20.00            1,877.92",Uncategorized
2025-01-13,OUT,50,"Customer Transfer to -            Completed                                           -50.00            1,897.92","TAD2Z64XXG         2025-01-13 08:12:18   Customer Transfer to -            Completed                                           -50.00            1,897.92",Personal Transfers
2025-01-13,OUT,250,"Merchant Payment to 703589 -      Completed                                          -250.00            1,947.92","TAD1Z4YPET         2025-01-13 08:01:52   Merchant Payment to 703589 -      Completed                                          -250.00            1,947.92",Other Merchant Payment
2025-01-13,OUT,90,"Customer Payment to Small         Completed                                           -90.00            2,197.92","TAD5YZSM4H         2025-01-13 07:09:30   Customer Payment to Small         Completed                                           -90.00            2,197.92",Uncategorized
2025-01-13,OUT,24,"Recharge for Customer to          Completed                                           -24.00            2,287.92","TAD0YZJ2M8         2025-01-13 07:06:08   Recharge for Customer to          Completed                                           -24.00            2,287.92",Uncategorized
2025-01-12,OUT,140,"Merchant Payment to 6480227 -     Completed                                          -140.00            2,311.92","TAC6WC4526         2025-01-12 13:50:52   Merchant Payment to 6480227 -     Completed                                          -140.00            2,311.92",Other Merchant Payment
2025-01-12,OUT,400,"Merchant Payment to 6266850 -     Completed                                          -400.00            2,451.92","TAC3WB5ICZ         2025-01-12 13:43:59   Merchant Payment to 6266850 -     Completed                                          -400.00            2,451.92",Other Merchant Payment
2025-01-11,OUT,7,"Customer Transfer of Funds        Completed                                            -7.00            2,851.92","TAB9TLMBVZ         2025-01-11 18:57:11   Customer Transfer of Funds        Completed                                            -7.00            2,851.92",Uncategorized
2025-01-11,OUT,105,"Customer Transfer to -            Completed                                          -105.00            2,858.92","TAB9TLMBVZ         2025-01-11 18:57:11   Customer Transfer to -            Completed                                          -105.00            2,858.92",Personal Transfers
2025-01-11,OUT,13,"Customer Transfer of Funds        Completed                                           -13.00            2,963.92","TAB1TIDFOR         2025-01-11 18:41:41   Customer Transfer of Funds        Completed                                           -13.00            2,963.92",Uncategorized
2025-01-11,OUT,600,"Customer Transfer to -            Completed                                          -600.00            2,976.92","TAB1TIDFOR         2025-01-11 18:41:41   Customer Transfer to -            Completed                                          -600.00            2,976.92",Personal Transfers
2025-01-11,IN,1650,"Business Payment from 329299 - Completed                        1,650.00                                3,576.92","TAB9SK05XD         2025-01-11 15:15:29   Business Payment from 329299 - Completed                        1,650.00                                3,576.92",Income (Business)
2025-01-11,OUT,165,"Merchant Payment to 6863863 -     Completed                                          -165.00            1,926.92","TAB3R0VBA9         2025-01-11 08:48:42   Merchant Payment to 6863863 -     Completed                                          -165.00            1,926.92",Other Merchant Payment
2025-01-10,OUT,35,"Recharge for Customer to          Completed                                           -35.00            2,091.92","TAA9PWLES9         2025-01-10 20:31:28   Recharge for Customer to          Completed                                           -35.00            2,091.92",Uncategorized
2025-01-10,OUT,80,"Customer Payment to Small        Completed                                            -80.00            2,126.92","TAA1PW43J3         2025-01-10 20:29:00   Customer Payment to Small        Completed                                            -80.00            2,126.92",Uncategorized
2025-01-10,OUT,7,"Customer Transfer of Funds        Completed                                            -7.00            2,206.92","TAA8PEB1ZM         2025-01-10 19:10:02   Customer Transfer of Funds        Completed                                            -7.00            2,206.92",Uncategorized
2025-01-10,OUT,400,"Customer Transfer to -            Completed                                          -400.00            2,213.92","TAA8PEB1ZM         2025-01-10 19:10:02   Customer Transfer to -            Completed                                          -400.00            2,213.92",Personal Transfers
2025-01-10,OUT,7,"Customer Transfer of Funds        Completed                                            -7.00            2,613.92","TAA0OXSEW4         2025-01-10 17:48:10   Customer Transfer of Funds        Completed                                            -7.00            2,613.92",Uncategorized
2025-01-10,OUT,250,"Customer Transfer to -            Completed                                          -250.00            2,620.92","TAA0OXSEW4         2025-01-10 17:48:10   Customer Transfer to -            Completed                                          -250.00            2,620.92",Personal Transfers
2025-01-10,OUT,50,"Customer Payment to Small         Completed                                           -50.00            2,870.92","TAA7OMXA2L         2025-01-10 16:43:21   Customer Payment to Small         Completed                                           -50.00            2,870.92",Uncategorized
2025-01-10,OUT,70,"Customer Payment to Small          Completed                                         -70.00            2,920.92","TAA5OBO137         2025-01-10 15:25:42   Customer Payment to Small          Completed                                         -70.00            2,920.92",Uncategorized
2025-01-10,OUT,50,"Customer Payment to Small          Completed                                         -50.00            2,990.92","TAA2O60ZQG         2025-01-10 14:44:54   Customer Payment to Small          Completed                                         -50.00            2,990.92",Uncategorized
2025-01-10,IN,3000,"Deposit of Funds at Agent Till     Completed                   3,000.00                                3,040.92","TAA6O3VL2A         2025-01-10 14:29:26   Deposit of Funds at Agent Till     Completed                   3,000.00                                3,040.92",Uncategorized
2025-01-10,OUT,50,Customer Payment to Small          Completed                                         -50.00                40.92,TAA3MNWH77         2025-01-10 08:04:05   Customer Payment to Small          Completed                                         -50.00                40.92,Uncategorized
2025-01-10,OUT,90,Customer Payment to Small          Completed                                         -90.00                90.92,TAA7MILPQZ         2025-01-10 07:07:35   Customer Payment to Small          Completed                                         -90.00                90.92,Uncategorized
2025-01-09,OUT,80,Customer Payment to Small          Completed                                         -80.00              180.92,TA98LM1360         2025-01-09 20:14:14   Customer Payment to Small          Completed                                         -80.00              180.92,Uncategorized
2025-01-09,OUT,23,Recharge for Customer to           Completed                                         -23.00              260.92,TA91LDF2EL         2025-01-09 19:35:13   Recharge for Customer to           Completed                                         -23.00              260.92,Uncategorized
2025-01-09,OUT,50,Customer Payment to Small          Completed                                         -50.00              283.92,TA93IEPG4B         2025-01-09 07:53:56   Customer Payment to Small          Completed                                         -50.00              283.92,Uncategorized
2025-01-09,OUT,90,Customer Payment to Small          Completed                                         -90.00              333.92,TA99IANFDP         2025-01-09 07:11:32   Customer Payment to Small          Completed                                         -90.00              333.92,Uncategorized
2025-01-09,OUT,29,Recharge for Customer to           Completed                                         -29.00              423.92,TA95IAGN7L         2025-01-09 07:09:07   Recharge for Customer to           Completed                                         -29.00              423.92,Uncategorized
2025-01-08,OUT,7,Customer Transfer of Funds         Completed                                          -7.00              452.92,TA89HG5Q4B         2025-01-08 20:32:08   Customer Transfer of Funds         Completed                                          -7.00              452.92,Uncategorized
2025-01-08,OUT,105,Customer Transfer to -             Completed                                        -105.00              459.92,TA89HG5Q4B         2025-01-08 20:32:08   Customer Transfer to -             Completed                                        -105.00              459.92,Personal Transfers
2025-01-08,IN,500,Business Payment from 329299 - Completed                            500.00                               564.92,TA84HA9I2I         2025-01-08 20:03:52   Business Payment from 329299 - Completed                            500.00                               564.92,Income (Business)
2025-01-08,OUT,43,Recharge for Customer to           Completed                                         -43.00                64.92,TA81GPA3JD         2025-01-08 18:32:01   Recharge for Customer to           Completed                                         -43.00                64.92,Uncategorized
2025-01-08,OUT,50,Merchant Payment to 6480227 -      Completed                                         -50.00              107.92,TA80GIVACS         2025-01-08 17:58:03   Merchant Payment to 6480227 -      Completed                                         -50.00              107.92,Other Merchant Payment
2025-01-08,OUT,400,Merchant Payment to 6266850 -      Completed                                        -400.00              157.92,TA88GI0U04         2025-01-08 17:53:24   Merchant Payment to 6266850 -      Completed                                        -400.00              157.92,Other Merchant Payment
2025-01-08,OUT,80,Customer Payment to Small          Completed                                         -80.00              557.92,TA88G7A4RO         2025-01-08 16:49:10   Customer Payment to Small          Completed                                         -80.00              557.92,Uncategorized
2025-01-08,OUT,50,Customer Payment to Small          Completed                                         -50.00              637.92,TA84FXY5AW         2025-01-08 15:44:58   Customer Payment to Small          Completed                                         -50.00              637.92,Uncategorized
2025-01-08,OUT,50,Customer Transfer to -             Completed                                         -50.00              687.92,TA89E8CDYN         2025-01-08 08:29:55   Customer Transfer to -             Completed                                         -50.00              687.92,Personal Transfers
2025-01-08,OUT,20,Recharge for Customer to           Completed                                         -20.00              737.92,TA85E3F8B9         2025-01-08 07:47:03   Recharge for Customer to           Completed                                         -20.00              737.92,Uncategorized
2025-01-08,OUT,90,Pay Bill to 247247 - Equity     Completed                                            -90.00              757.92,TA89E1V1FR         2025-01-08 07:31:50   Pay Bill to 247247 - Equity     Completed                                            -90.00              757.92,Uncategorized
2025-01-07,IN,400,M-Shwari Lock Deposit              Completed                                        -400.00              847.92,TA78DC8ZIM         2025-01-07 21:20:36   M-Shwari Lock Deposit              Completed                                        -400.00              847.92,Savings/Loans
2025-01-07,OUT,70,"Customer Payment to Small          Completed                                         -70.00            1,247.92","TA75D566GJ         2025-01-07 20:40:34   Customer Payment to Small          Completed                                         -70.00            1,247.92",Uncategorized
2025-01-07,OUT,10,"Pay Bill Charge                    Completed                                         -10.00            1,317.92","TA779T7LO7         2025-01-07 08:42:59   Pay Bill Charge                    Completed                                         -10.00            1,317.92",Uncategorized
2025-01-07,OUT,1000,"Pay Bill Online to 329329 - C2B    Completed                                      -1,000.00            1,327.92","TA779T7LO7         2025-01-07 08:42:59   Pay Bill Online to 329329 - C2B    Completed                                      -1,000.00            1,327.92",Uncategorized
2025-01-07,OUT,50,"Customer Payment to Small          Completed                                         -50.00            2,327.92","TA709O2HT4         2025-01-07 08:01:16   Customer Payment to Small          Completed                                         -50.00            2,327.92",Uncategorized
2025-01-07,OUT,20,"Recharge for Customer to           Completed                                         -20.00            2,377.92","TA729JJC3U         2025-01-07 07:16:53   Recharge for Customer to           Completed                                         -20.00            2,377.92",Uncategorized
2025-01-07,OUT,80,"Customer Payment to Small          Completed                                         -80.00            2,397.92","TA779J8KS3         2025-01-07 07:13:21   Customer Payment to Small          Completed                                         -80.00            2,397.92",Uncategorized
2025-01-05,OUT,75,"Merchant Payment to 6480227 -      Completed                                         -75.00            2,477.92","TA5022LUL4         2025-01-05 12:16:22   Merchant Payment to 6480227 -      Completed                                         -75.00            2,477.92",Other Merchant Payment
2025-01-05,OUT,165,"Merchant Payment to 6863863 -      Completed                                        -165.00            2,552.92","TA5421ZNJO         2025-01-05 12:11:26   Merchant Payment to 6863863 -      Completed                                        -165.00            2,552.92",Other Merchant Payment
2025-01-05,OUT,7,"Customer Transfer of Funds         Completed                                           -7.00            2,717.92","TA5920OXA5         2025-01-05 12:00:54   Customer Transfer of Funds         Completed                                           -7.00            2,717.92",Uncategorized
2025-01-05,OUT,450,"Customer Transfer to -      Completed                                                -450.00            2,724.92","TA5920OXA5         2025-01-05 12:00:54   Customer Transfer to -      Completed                                                -450.00            2,724.92",Personal Transfers
2025-01-05,OUT,4643,"Merchant Payment to 517717 -       Completed                                       -4,643.00            3,174.92","TA561WDB7M         2025-01-05 11:25:30   Merchant Payment to 517717 -       Completed                                       -4,643.00            3,174.92",Other Merchant Payment
2025-01-05,OUT,70,"Customer Payment to Small          Completed                                          -70.00            7,817.92","TA521O59BM         2025-01-05 10:17:10   Customer Payment to Small          Completed                                          -70.00            7,817.92",Uncategorized
2025-01-05,OUT,50,"Recharge for Customer to           Completed                                          -50.00            7,887.92","TA551KO7V7         2025-01-05 09:48:04   Recharge for Customer to           Completed                                          -50.00            7,887.92",Uncategorized
2025-01-05,OUT,0,"M-Shwari Loan Request              Completed                         0.00                               7,937.92","TA581JMJYI         2025-01-05 09:39:15   M-Shwari Loan Request              Completed                         0.00                               7,937.92",Savings/Loans
2025-01-05,IN,6895,"M-Shwari Loan Disburse             Completed                    6,895.00                                7,937.92","TA551JMOAJ         2025-01-05 09:39:15   M-Shwari Loan Disburse             Completed                    6,895.00                                7,937.92",Savings/Loans
2025-01-05,IN,0,"M-Shwari Lock Deposit from         Completed                         0.00                               1,042.92","TA501JLGIA         2025-01-05 09:38:59   M-Shwari Lock Deposit from         Completed                         0.00                               1,042.92",Savings/Loans
2025-01-05,OUT,67,"Pay Bill Charge                    Completed                                          -67.00            1,042.92","TA521FV8EI         2025-01-05 09:06:52   Pay Bill Charge                    Completed                                          -67.00            1,042.92",Uncategorized
2025-01-05,OUT,20350,"Pay Bill Online to 4700842 -       Completed                                      -20,350.00            1,109.92","TA521FV8EI         2025-01-05 09:06:52   Pay Bill Online to 4700842 -       Completed                                      -20,350.00            1,109.92",Uncategorized
2025-01-05,IN,3000,"Business Payment from 329299 - Completed                        3,000.00                               21,459.92","TA501FNO66         2025-01-05 09:05:00   Business Payment from 329299 - Completed                        3,000.00                               21,459.92",Income (Business)
2025-01-05,IN,15000,"Funds received from -              Completed                   15,000.00                               18,459.92","TA561EK5BA         2025-01-05 08:55:04   Funds received from -              Completed                   15,000.00                               18,459.92",Income (P2P)
2025-01-05,OUT,20,"Pay Bill Online to 826915 -        Completed                                          -20.00            3,459.92","TA56ZYG3E4         2025-01-05 00:23:24   Pay Bill Online to 826915 -        Completed                                          -20.00            3,459.92",Uncategorized
2025-01-04,OUT,20,"Recharge for Customer to           Completed                                          -20.00            3,479.92","TA44Z9XOPS         2025-01-04 20:26:53   Recharge for Customer to           Completed                                          -20.00            3,479.92",Uncategorized
2025-01-04,OUT,250,"Merchant Payment to 6266850 -      Completed                                         -250.00            3,499.92","TA49Z9Q0VD         2025-01-04 20:25:49   Merchant Payment to 6266850 -      Completed                                         -250.00            3,499.92",Other Merchant Payment
2025-01-04,OUT,23,"Customer Transfer of Funds         Completed                                          -23.00            3,749.92","TA43Z81923         2025-01-04 20:17:46   Customer Transfer of Funds         Completed                                          -23.00            3,749.92",Uncategorized
2025-01-04,OUT,1300,"Customer Transfer to -             Completed                                       -1,300.00            3,772.92","TA43Z81923         2025-01-04 20:17:46   Customer Transfer to -             Completed                                       -1,300.00            3,772.92",Personal Transfers
2025-01-04,IN,100,"M-Shwari Lock Deposit              Completed                                         -100.00            5,072.92","TA47Y2NWXN         2025-01-04 16:52:18   M-Shwari Lock Deposit              Completed                                         -100.00            5,072.92",Savings/Loans
2025-01-04,OUT,5,"Pay Bill Charge                    Completed                                           -5.00            5,172.92","TA44Y2KLUC         2025-01-04 16:51:46   Pay Bill Charge                    Completed                                           -5.00            5,172.92",Uncategorized
2025-01-04,OUT,500,"Pay Bill Online to 888880 - KPLC   Completed                                         -500.00            5,177.92","TA44Y2KLUC         2025-01-04 16:51:46   Pay Bill Online to 888880 - KPLC   Completed                                         -500.00            5,177.92",Utilities
2025-01-04,OUT,100,"Customer Payment to Small          Completed                                         -100.00            5,677.92","TA41XQ24LF         2025-01-04 15:28:52   Customer Payment to Small          Completed                                         -100.00            5,677.92",Uncategorized
2025-01-04,OUT,39,"Pay Bill Online to 826915 -        Completed                                          -39.00            5,777.92","TA46XHPRBS         2025-01-04 14:33:29   Pay Bill Online to 826915 -        Completed                                          -39.00            5,777.92",Uncategorized
2025-01-04,OUT,70,"Customer Transfer to -             Completed                                          -70.00            5,816.92","TA41WHGK65         2025-01-04 10:22:18   Customer Transfer to -             Completed                                          -70.00            5,816.92",Personal Transfers
2025-01-03,OUT,2000,"Pay Bill Online to 150501 - Completed                                              -2,000.00            5,886.92","TA34U7T28I         2025-01-03 18:03:38   Pay Bill Online to 150501 - Completed                                              -2,000.00            5,886.92",Uncategorized
2025-01-03,OUT,5,"Pay Bill Charge                    Completed                                           -5.00            7,886.92","TA32U773U0         2025-01-03 18:00:08   Pay Bill Charge                    Completed                                           -5.00            7,886.92",Uncategorized
2025-01-03,OUT,200,"Pay Bill Online to 4072222 -       Completed                                         -200.00            7,891.92","TA32U773U0         2025-01-03 18:00:08   Pay Bill Online to 4072222 -       Completed                                         -200.00            7,891.92",Uncategorized
2025-01-03,IN,100,"M-Shwari Lock Deposit              Completed                                         -100.00            8,091.92","TA35U6VY8B         2025-01-03 17:58:23   M-Shwari Lock Deposit              Completed                                         -100.00            8,091.92",Savings/Loans
2025-01-03,OUT,7525,"M-Shwari Loan Repayment            Completed                                       -7,525.00            8,191.92","TA35U6RPXT         2025-01-03 17:57:42   M-Shwari Loan Repayment            Completed                                       -7,525.00            8,191.92",Savings/Loans
2025-01-03,IN,12302.98,"Business Payment from 4131921 Completed                        12,302.98                               15,716.92","TA33U6HXLB         2025-01-03 17:56:11   Business Payment from 4131921 Completed                        12,302.98                               15,716.92",Income (Business)
2025-01-02,OUT,20,"Airtime Purchase                   Completed                                          -20.00            3,413.94","TA29RGZ28V         2025-01-02 22:57:13   Airtime Purchase                   Completed                                          -20.00            3,413.94",Airtime/Data
2025-01-02,IN,100,"M-Shwari Lock Deposit              Completed                                         -100.00            3,433.94","TA29QIOK5V         2025-01-02 19:12:10   M-Shwari Lock Deposit              Completed                                         -100.00            3,433.94",Savings/Loans
2025-01-02,OUT,5,"Pay Bill Charge                    Completed                                           -5.00            3,533.94","TA27QD10BL         2025-01-02 18:44:23   Pay Bill Charge                    Completed                                           -5.00            3,533.94",Uncategorized
2025-01-02,OUT,400,"Pay Bill Online to 776611JAMII Completed                                             -400.00            3,538.94","TA27QD10BL         2025-01-02 18:44:23   Pay Bill Online to 776611JAMII Completed                                             -400.00            3,538.94",Uncategorized
2025-01-02,OUT,70,"Customer Transfer to -             Completed                                          -70.00            3,938.94","TA28OJDYQM         2025-01-02 11:09:11   Customer Transfer to -             Completed                                          -70.00            3,938.94",Personal Transfers
2025-01-02,OUT,32,"Recharge for Customer to           Completed                                          -32.00            4,008.94","TA27ODGGJT         2025-01-02 10:23:39   Recharge for Customer to           Completed                                          -32.00            4,008.94",Uncategorized
2025-01-01,IN,100,"M-Shwari Lock Deposit              Completed                                         -100.00            4,040.94","TA12MULUFE         2025-01-01 19:39:29   M-Shwari Lock Deposit              Completed                                         -100.00            4,040.94",Savings/Loans
2025-01-01,OUT,60,"Merchant Payment to 5091506 -      Completed                                          -60.00            4,140.94","TA19LUAV7P         2025-01-01 15:39:26   Merchant Payment to 5091506 -      Completed                                          -60.00            4,140.94",Other Merchant Payment
2024-12-31,OUT,5,"Pay Bill Charge                    Completed                                           -5.00            4,200.94","SLV8IQ3OI4         2024-12-31 20:00:36   Pay Bill Charge                    Completed                                           -5.00            4,200.94",Uncategorized
2024-12-31,OUT,400,"Pay Bill Online to 776611JAMII Completed                                             -400.00            4,205.94","SLV8IQ3OI4         2024-12-31 20:00:36   Pay Bill Online to 776611JAMII Completed                                             -400.00            4,205.94",Uncategorized
2024-12-31,OUT,50,"Customer Transfer to -           Completed                                            -50.00            4,605.94","SLV4HQWC84         2024-12-31 17:16:35   Customer Transfer to -           Completed                                            -50.00            4,605.94",Personal Transfers
2024-12-31,OUT,160,"Merchant Payment to 911905 -     Completed                                           -160.00            4,655.94","SLV9HQ5F6Z         2024-12-31 17:12:18   Merchant Payment to 911905 -     Completed                                           -160.00            4,655.94",Other Merchant Payment
2024-12-31,OUT,20,"Recharge for Customer to         Completed                                            -20.00            4,815.94","SLV0HL6560         2024-12-31 16:42:56   Recharge for Customer to         Completed                                            -20.00            4,815.94",Uncategorized
2024-12-31,OUT,100,"Customer Transfer to -           Completed                                           -100.00            4,835.94","SLV0GVVXS6         2024-12-31 13:55:46   Customer Transfer to -           Completed                                           -100.00            4,835.94",Personal Transfers
2024-12-31,OUT,70,"Customer Transfer to -           Completed                                            -70.00            4,935.94","SLV4GSCXEG         2024-12-31 13:32:19   Customer Transfer to -           Completed                                            -70.00            4,935.94",Personal Transfers
2024-12-31,OUT,90,"Customer Transfer to -       Completed                                                -90.00            5,005.94","SLV8GP7SJS         2024-12-31 13:11:14   Customer Transfer to -       Completed                                                -90.00            5,005.94",Personal Transfers
2024-12-31,OUT,33,"Customer Transfer of Funds       Completed                                            -33.00            5,095.94","SLV2GMK0MM         2024-12-31 12:53:11   Customer Transfer of Funds       Completed                                            -33.00            5,095.94",Uncategorized
2024-12-31,OUT,2000,"Customer Transfer to -           Completed                                         -2,000.00            5,128.94","SLV2GMK0MM         2024-12-31 12:53:11   Customer Transfer to -           Completed                                         -2,000.00            5,128.94",Personal Transfers
2024-12-31,OUT,5,"Pay Bill Charge                  Completed                                             -5.00            7,128.94","SLV0GHW1HM         2024-12-31 12:21:40   Pay Bill Charge                  Completed                                             -5.00            7,128.94",Uncategorized
2024-12-31,OUT,400,"Pay Bill to 400200 - Co-operative Completed                                          -400.00            7,133.94","SLV0GHW1HM         2024-12-31 12:21:40   Pay Bill to 400200 - Co-operative Completed                                          -400.00            7,133.94",Uncategorized
2024-12-31,OUT,10,"Customer Transfer to -           Completed                                            -10.00            7,533.94","SLV3GGIYZJ         2024-12-31 12:12:11   Customer Transfer to -           Completed                                            -10.00            7,533.94",Personal Transfers
2024-12-31,OUT,20,"Pay Bill Online to 826915 -      Completed                                            -20.00            7,543.94","SLV8GEOKKE         2024-12-31 11:59:22   Pay Bill Online to 826915 -      Completed                                            -20.00            7,543.94",Uncategorized
2024-12-31,OUT,70,"Customer Payment to Small        Completed                                            -70.00            7,563.94","SLV1G6ZGUN         2024-12-31 11:05:41   Customer Payment to Small        Completed                                            -70.00            7,563.94",Uncategorized
2024-12-31,OUT,20,"Recharge for Customer to         Completed                                            -20.00            7,633.94","SLV3G3ESPH         2024-12-31 10:40:31   Recharge for Customer to         Completed                                            -20.00            7,633.94",Uncategorized
2024-12-31,OUT,20,"Airtime Purchase                 Completed                                            -20.00            7,653.94","SLV6FWD5S8         2024-12-31 09:50:01   Airtime Purchase                 Completed                                            -20.00            7,653.94",Airtime/Data
2024-12-30,OUT,60,"Merchant Payment to 7470087 -    Completed                                            -60.00            7,673.94","SLU7DV4TBJ         2024-12-30 18:28:53   Merchant Payment to 7470087 -    Completed                                            -60.00            7,673.94",Other Merchant Payment
2024-12-30,OUT,5,"Pay Bill Charge                  Completed                                             -5.00            7,733.94","SLU3BWJURT         2024-12-30 10:20:12   Pay Bill Charge                  Completed                                             -5.00            7,733.94",Uncategorized
2024-12-30,OUT,400,"Pay Bill Online to 776611JAMII Completed                                             -400.00            7,738.94","SLU3BWJURT         2024-12-30 10:20:12   Pay Bill Online to 776611JAMII Completed                                             -400.00            7,738.94",Uncategorized
2024-12-30,IN,3000,"Funds received from -            Completed                      3,000.00                                8,138.94","SLU7BO2IHP         2024-12-30 09:13:58   Funds received from -            Completed                      3,000.00                                8,138.94",Income (P2P)
2024-12-28,OUT,3,"Pay Bill Charge                  Completed                                             -3.00            5,138.94","SLS56NXEDB         2024-12-28 20:01:16   Pay Bill Charge                  Completed                                             -3.00            5,138.94",Uncategorized
2024-12-28,OUT,80,"Pay Bill Online to 776611JAMII Completed                                              -80.00            5,141.94","SLS56NXEDB         2024-12-28 20:01:16   Pay Bill Online to 776611JAMII Completed                                              -80.00            5,141.94",Uncategorized
2024-12-28,OUT,60,"Merchant Payment to 7470087 -    Completed                                            -60.00            5,221.94","SLS36DFXOH         2024-12-28 19:12:35   Merchant Payment to 7470087 -    Completed                                            -60.00            5,221.94",Other Merchant Payment
2024-12-28,OUT,1300,"Merchant Payment Online to       Completed                                         -1,300.00            5,281.94","SLS45P50B8         2024-12-28 16:46:32   Merchant Payment Online to       Completed                                         -1,300.00            5,281.94",Other Merchant Payment
2024-12-28,OUT,30,"Recharge for Customer to         Completed                                            -30.00            6,581.94","SLS859088S         2024-12-28 14:45:08   Recharge for Customer to         Completed                                            -30.00            6,581.94",Uncategorized
2024-12-28,OUT,30,"Customer Payment to Small        Completed                                            -30.00            6,611.94","SLS4525E7Q         2024-12-28 13:54:11   Customer Payment to Small        Completed                                            -30.00            6,611.94",Uncategorized
2024-12-28,OUT,253.06,"OD Loan Repayment to 232323 - Completed                                              -253.06            6,641.94","SLS14UT7HJ         2024-12-28 13:00:33   OD Loan Repayment to 232323 - Completed                                              -253.06            6,641.94",Savings/Loans
2024-12-28,OUT,0,"M-Shwari Loan Request            Completed                             0.00                             6,895.00","SLS34USWZT         2024-12-28 13:00:32   M-Shwari Loan Request            Completed                             0.00                             6,895.00",Savings/Loans
2024-12-28,IN,6895,"M-Shwari Loan Disburse           Completed                      6,895.00                                6,895.00","SLS64USYJQ         2024-12-28 13:00:32   M-Shwari Loan Disburse           Completed                      6,895.00                                6,895.00",Savings/Loans
2024-12-27,OUT,5,Pay Bill Charge                  Completed                                             -5.00                 0.00,SLR83ATPPQ         2024-12-27 22:04:08   Pay Bill Charge                  Completed                                             -5.00                 0.00,Uncategorized
2024-12-27,OUT,400,Pay Bill Online Fuliza M-Pesa to Completed                                           -400.00                 5.00,SLR83ATPPQ         2024-12-27 22:04:08   Pay Bill Online Fuliza M-Pesa to Completed                                           -400.00                 5.00,Uncategorized
2024-12-27,OUT,250.55,OverDraft of Credit Party        Completed                           250.55                               405.00,SLR83ATPPQ         2024-12-27 22:04:08   OverDraft of Credit Party        Completed                           250.55                               405.00,Uncategorized
2024-12-27,OUT,20,Recharge for Customer to         Completed                                            -20.00              154.45,SLR01AV0GC         2024-12-27 14:24:46   Recharge for Customer to         Completed                                            -20.00              154.45,Uncategorized
2024-12-27,OUT,42,Recharge for Customer to         Completed                                            -42.00              174.45,SLR4ZJA79O         2024-12-27 11:00:44   Recharge for Customer to         Completed                                            -42.00              174.45,Uncategorized
2024-12-27,OUT,7525,"M-Shwari Loan Repayment          Completed                                         -7,525.00              216.45","SLR7ZFBRKJ         2024-12-27 10:30:20   M-Shwari Loan Repayment          Completed                                         -7,525.00              216.45",Savings/Loans
2024-12-27,IN,7700,"Business Payment from 329299 - Completed                        7,700.00                                7,741.45","SLR7ZF79K1         2024-12-27 10:29:22   Business Payment from 329299 - Completed                        7,700.00                                7,741.45",Income (Business)
2024-12-26,OUT,5,Pay Bill Charge                 Completed                                             -5.00                41.45,SLQ4VCDLCA         2024-12-26 08:30:13   Pay Bill Charge                 Completed                                             -5.00                41.45,Uncategorized
2024-12-26,OUT,400,Pay Bill Online to 776611JAMII Completed                                            -400.00                46.45,SLQ4VCDLCA         2024-12-26 08:30:13   Pay Bill Online to 776611JAMII Completed                                            -400.00                46.45,Uncategorized
2024-12-25,OUT,60,Customer Transfer to -          Completed                                            -60.00              446.45,SLP4TOU3OY         2024-12-25 17:48:53   Customer Transfer to -          Completed                                            -60.00              446.45,Personal Transfers
2024-12-25,IN,500,Business Payment from 329299 - Completed                            500.00                               506.45,SLP7TIKC17         2024-12-25 17:05:37   Business Payment from 329299 - Completed                            500.00                               506.45,Income (Business)
2024-12-25,OUT,20,Merchant Payment to 911905 -    Completed                                            -20.00                 6.45,SLP4T09376         2024-12-25 14:53:50   Merchant Payment to 911905 -    Completed                                            -20.00                 6.45,Other Merchant Payment
2024-12-25,OUT,550,Merchant Payment to 5091506 -   Completed                                           -550.00                26.45,SLP2SAFGKS         2024-12-25 11:58:04   Merchant Payment to 5091506 -   Completed                                           -550.00                26.45,Other Merchant Payment
2024-12-25,IN,500,Business Payment from 329299 - Completed                            500.00                               576.45,SLP9S9G6CN         2024-12-25 11:51:35   Business Payment from 329299 - Completed                            500.00                               576.45,Income (Business)
2024-12-25,OUT,20,Recharge for Customer to        Completed                                            -20.00                76.45,SLP4S3KF7Q         2024-12-25 11:12:54   Recharge for Customer to        Completed                                            -20.00                76.45,Uncategorized
2024-12-24,OUT,20,Recharge for Customer to        Completed                                            -20.00                96.45,SLO1MPJD4X         2024-12-24 09:22:04   Recharge for Customer to        Completed                                            -20.00                96.45,Uncategorized
2024-12-23,OUT,20,Recharge for Customer to        Completed                                            -20.00              116.45,SLN9LH2941         2024-12-23 20:47:43   Recharge for Customer to        Completed                                            -20.00              116.45,Uncategorized
2024-12-23,OUT,20,Recharge for Customer to        Completed                                            -20.00              136.45,SLN6KUFVKK         2024-12-23 19:02:44   Recharge for Customer to        Completed                                            -20.00              136.45,Uncategorized
2024-12-23,OUT,23,Recharge for Customer to        Completed                                            -23.00              156.45,SLN9KFYBCR         2024-12-23 17:52:13   Recharge for Customer to        Completed                                            -23.00              156.45,Uncategorized
2024-12-23,OUT,5,Pay Bill Charge                 Completed                                             -5.00              179.45,SLN6K09VB0         2024-12-23 16:20:27   Pay Bill Charge                 Completed                                             -5.00              179.45,Uncategorized
